timestamp,region,actual_demand_mw,forecast_demand_mw,rooftop_actual_mw,rooftop_forecast_mw
2026-06-17 23:00:00,NSW1,,8387.77,,0.0
2026-06-17 23:00:00,QLD1,,6477.18,,0.0
2026-06-17 23:00:00,SA1,,1576.22,,0.0
2026-06-17 23:00:00,TAS1,,1080.0,,0.0
2026-06-17 23:00:00,VIC1,,5175.17,,0.0
2026-06-17 23:30:00,NSW1,,8208.82,,0.0
2026-06-17 23:30:00,QLD1,,6239.47,,0.0
2026-06-17 23:30:00,SA1,,1517.53,,0.0
2026-06-17 23:30:00,TAS1,,1056.0,,0.0
2026-06-17 23:30:00,VIC1,,5172.04,,0.0
2026-06-18 00:00:00,NSW1,,8038.08,,0.0
2026-06-18 00:00:00,QLD1,,6074.72,,0.0
2026-06-18 00:00:00,SA1,,1517.87,,0.0
2026-06-18 00:00:00,TAS1,,1036.0,,0.0
2026-06-18 00:00:00,VIC1,,5070.65,,0.0
2026-06-18 00:30:00,NSW1,,7883.14,,0.0
2026-06-18 00:30:00,QLD1,,5916.11,,0.0
2026-06-18 00:30:00,SA1,,1532.8,,0.0
2026-06-18 00:30:00,TAS1,,1017.0,,0.0
2026-06-18 00:30:00,VIC1,,4917.48,,0.0
2026-06-18 01:00:00,NSW1,,7738.32,,0.0
2026-06-18 01:00:00,QLD1,,5758.09,,0.0
2026-06-18 01:00:00,SA1,,1550.88,,0.0
2026-06-18 01:00:00,TAS1,,1001.0,,0.0
2026-06-18 01:00:00,VIC1,,4748.75,,0.0
2026-06-18 01:30:00,NSW1,,7553.99,,0.0
2026-06-18 01:30:00,QLD1,,5654.65,,0.0
2026-06-18 01:30:00,SA1,,1538.99,,0.0
2026-06-18 01:30:00,TAS1,,983.0,,0.0
2026-06-18 01:30:00,VIC1,,4601.34,,0.0
2026-06-18 02:00:00,NSW1,,7354.38,,0.0
2026-06-18 02:00:00,QLD1,,5611.68,,0.0
2026-06-18 02:00:00,SA1,,1523.97,,0.0
2026-06-18 02:00:00,TAS1,,978.0,,0.0
2026-06-18 02:00:00,VIC1,,4450.99,,0.0
2026-06-18 02:30:00,NSW1,,7201.74,,0.0
2026-06-18 02:30:00,QLD1,,5581.75,,0.0
2026-06-18 02:30:00,SA1,,1496.98,,0.0
2026-06-18 02:30:00,TAS1,,974.0,,0.0
2026-06-18 02:30:00,VIC1,,4330.07,,0.0
2026-06-18 03:00:00,NSW1,,7065.65,,0.0
2026-06-18 03:00:00,QLD1,,5569.84,,0.0
2026-06-18 03:00:00,SA1,,1470.97,,0.0
2026-06-18 03:00:00,TAS1,,971.0,,0.0
2026-06-18 03:00:00,VIC1,,4246.48,,0.0
2026-06-18 03:30:00,NSW1,,6986.38,,0.0
2026-06-18 03:30:00,QLD1,,5579.61,,0.0
2026-06-18 03:30:00,SA1,,1451.99,,0.0
